id,creation_mode,error,dem_fp,complexity,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
JWK9LYS1C7,inicialization,0.4202942253376879,0.04721788058768367,,0.0,,2,,,26,1376
87LY2O6IFD,inicialization,0.4152418031696088,0.06806814629571739,,1.0,26,2,1376,,26,1376
L26O77J504,inicialization,0.4486172124753316,0.0737964989059081,,1.0,9,5,460,7,9,215
611ZIKXNEP,inicialization,0.4134440242069386,0.09645983119724913,,1.0,13,23,607,6,13,271
RU4826NZPN,inicialization,0.561818093345321,0.041903719912472645,,1.0,24,26,735,9,24,361
7DZH4LTE7Y,inicialization,0.3633179983922129,0.15640043763676148,,1.0,13,36,238,4,13,223
MKO70IJ48O,inicialization,0.44527964397697173,0.07920443888715224,,0.0,9,12,161,7,9,161
A0RUR20P1M,inicialization,0.4312030854137655,0.1291419193497968,,1.0,22,28,33,3,8,33
3NOQFKY4IA,inicialization,0.5477573353545702,0.0012347608627696072,,0.0,12,9,589,9,12,282
PKEH4HKRKL,inicialization,0.5026679578376108,0.09881212879024703,,1.0,4,9,1307,2,4,16
2Z4EV8I33P,inicialization,0.4859890090600908,0.05996405126602064,,1.0,19,12,1347,8,19,576
J4MEF9M2BQ,inicialization,0.3811246094587346,0.06042513285401685,,1.0,16,25,649,3,16,342
LQ9FGHNJEL,inicialization,0.4701337421134292,0.08795717411691152,,1.0,12,26,581,7,12,236
4RWQ2PN4NZ,inicialization,0.44341649822082785,0.05395436073773055,,0.0,19,15,671,7,19,504
FD3NB2BHT7,inicialization,0.42889972249206687,0.09638168177555487,,1.0,4,37,1329,7,4,16
D2M2YOQULR,inicialization,0.5113470140811454,0.06562206939668648,,1.0,22,28,1259,8,22,327
MSFH9QS6MN,inicialization,0.433725823066636,0.0728430759612379,,0.0,20,23,328,6,18,328
RAN2ZPKZ56,inicialization,0.45983700002812355,0.03837136605189129,,0.0,15,19,391,2,15,391
7PV0GZF1F5,inicialization,0.4980171126910816,0.04062206939668647,,0.0,11,35,1229,7,11,183
SAU56CLMNY,inicialization,0.3974121430664287,0.09527977492966552,,0.0,12,22,1253,5,12,291
F67SC5YX1C,inicialization,0.4348549850614277,0.055564238824632683,,1.0,23,30,479,6,23,298
8XRSGPRWMK,inicialization,0.39880278858368845,0.11663019693654267,,1.0,6,38,527,6,6,48
LP0XKSX8Z3,inicialization,0.6539621435443701,0.021756798999687407,,0.0,7,34,450,8,7,67
9XLCHMPA03,inicialization,0.4124928319541604,0.06084713973116601,,1.0,15,8,843,6,15,581
5X4BKNK0MM,inicialization,0.34968089276690895,0.16404345107846202,,1.0,7,15,125,5,7,81
4IL9EGDUYT,inicialization,0.4722852278402584,0.06353547983744921,,0.0,11,22,243,7,11,234
VTO35UINSF,inicialization,0.5358164675152853,0.03717567989996874,,0.0,11,25,952,8,11,209
R5P71CYGB0,inicialization,0.5722189617567532,0.0007346045639261556,,1.0,14,34,1212,1,14,257
NO8L2KXH43,inicialization,0.40016911638738717,0.14477961863082212,,1.0,21,4,1275,4,21,1133
NG302YES4V,inicialization,0.45704682870173696,0.08632385120350111,,1.0,21,9,663,8,21,663
G4PT5A6ZLP,inicialization,0.5115701942644785,0.07934510784620197,,1.0,8,3,998,2,8,140
IBOMVL71ZR,inicialization,0.39503717695297447,0.04785089090340733,,1.0,14,33,1162,3,14,252
LOA6ZN77BG,inicialization,0.42355590590456327,0.002602375742419505,,1.0,18,9,594,2,18,594
YODQHUJBNZ,inicialization,0.4965208535131238,0.07092841512972804,,1.0,7,33,1178,7,7,74
CPEQUIM2QX,inicialization,0.41369756040888217,0.112253829321663,,0.0,9,14,269,6,9,198
ZV81B7Y20M,inicialization,0.45508482764115166,0.08036105032822759,,1.0,9,17,1239,7,9,163
OMT3280N1N,inicialization,0.4542870677259153,0.07517974366989685,,1.0,8,33,91,7,8,91
7QQBRYKI8R,inicialization,0.5123735852684241,0.03312753985620506,,1.0,25,14,414,9,21,414
WU933YCXAH,inicialization,0.39822235235580594,0.11877149109096591,,1.0,23,19,876,5,23,470
5SKHZYG65Y,inicialization,0.39828641087749705,0.08844170053141603,,0.0,21,15,538,4,21,530
Y4QVM5MDMX,inicialization,0.4516134883788283,0.05375117224132542,,1.0,11,16,178,7,11,178
1IOYLAQFWW,inicialization,0.42924309064523447,0.04438105658018132,,1.0,20,5,534,1,20,534
XHATSLHXL7,inicialization,0.6212030756394393,0.032924351359799944,,1.0,9,35,699,8,9,117
2RB2IAI9WC,inicialization,0.49019724123616015,0.0770396999062207,,0.0,16,34,9,7,4,9
IB5KYZAGJ6,inicialization,0.5280166924432553,0.040286026883401105,,0.0,8,22,569,2,8,113
1NATSTLIQK,inicialization,0.40556392763590643,0.11859174742106908,,1.0,6,12,166,6,6,53
OSYGJ98641,inicialization,0.45503430189000604,0.042521100343857476,,0.0,25,23,692,2,18,369
C4DQDYTUTC,inicialization,0.5763868557260154,0.03762113160362612,,0.0,14,30,229,1,14,229
2OBCFSEIE2,inicialization,0.35909740469240425,0.13906689590497032,,1.0,4,4,387,5,4,16
YZZ0DS9G21,inicialization,0.3776074673383085,0.027352297592997843,,1.0,17,36,90,3,11,90
2I481EBH6V,crossover,0.4905905726021108,0.032549234135667404,,1.0,19,11,444,8,19,444
YYDLVI1VSR,mutation,0.48382521082830854,0.06710690840887777,,1.0,17,8,430,8,17,430
RYTK08Z956,crossover,0.40556392763590643,0.11859174742106908,,1.0,6,29,1026,6,6,51
5G51TVKL7U,crossover,0.4074418763039046,0.10835417317911847,,1.0,5,23,428,6,5,30
YH1L5WBBTD,crossover,0.3710312530727917,0.19246639574867147,,1.0,11,19,919,4,11,256
NBCE5FKHT3,mutation,0.3710189960061737,0.14890590809628013,,1.0,7,18,630,4,7,79
VTA7LVE14Y,mutation,0.4093705464327313,0.05418099406064397,,1.0,14,17,1040,6,14,359
25Y2WSBZHM,mutation,0.40006814016532255,0.0958111909971866,,0.0,17,15,698,4,17,513
LM0GQ6UENW,crossover,0.36481431538820697,0.1893482338230697,,1.0,15,30,750,4,15,278
2JKRA2MQG8,crossover,0.37908146001184073,0.13290872147546112,,0.0,14,28,593,4,14,294
BDY11C3HQA,mutation,0.4224793456010608,0.07686777117849325,,1.0,21,27,589,6,21,327
Z1GR7XG3PG,crossover,0.40450509807102053,0.0917552360112535,,1.0,21,23,171,6,14,171
Z6MQLBH1R7,crossover,0.37310789673162326,0.14699124726477023,,1.0,20,34,375,5,20,281
0CG2S5L332,mutation,0.35662763602152203,0.14216161300406377,,1.0,10,32,342,5,10,167
7RCBP5HP53,crossover,0.4233266822057926,0.08044701469209126,,1.0,16,16,558,2,16,471
WXYS1AIVUE,crossover,0.5105295573702331,0.07911847452328857,,0.0,12,11,545,1,12,379
9VOD1B0ZM5,crossover,0.5214609420857829,0.046155048452641456,,1.0,19,22,506,8,19,369
