dem,error,generation,hyperparameter
0.1304347826,0.3085106383,75,"OrderedDict([('criterion', 0.3638602292064438), ('max_depth', 4.732407058374507), ('min_samples_split', 0.3459094999725675), ('min_samples_leaf', 0.12236859860319717), ('max_leaf_nodes', 513.1846007345447), ('min_impurity_decrease', 0.517331437637684), ('class_weight', 0.4974845066447521)])"
0.1304347826,0.3085106383,75,"OrderedDict([('criterion', 0.31039811544720586), ('max_depth', 4.3779847084430354), ('min_samples_split', 0.3068251959308782), ('min_samples_leaf', 0.19825136270157867), ('max_leaf_nodes', 506.91289946038086), ('min_impurity_decrease', 0.42746554734861325), ('class_weight', 0.4597835059640518)])"
0.1304347826,0.3085106383,75,"OrderedDict([('criterion', 0.415358759362656), ('max_depth', 4.569598901424317), ('min_samples_split', 0.2847775285140459), ('min_samples_leaf', 0.15043532269938895), ('max_leaf_nodes', 391.69380027191636), ('min_impurity_decrease', 0.47589077985794287), ('class_weight', 0.4640405196818362)])"
0,0.3457446809,76,"OrderedDict([('criterion', 0.1607525406639022), ('max_depth', 12.86561929868249), ('min_samples_split', 0.6055723338350731), ('min_samples_leaf', 0.38338080243395983), ('max_leaf_nodes', 544.5649567369076), ('min_impurity_decrease', 0.849404229697515), ('class_weight', 0.6261630624117006)])"
0.002173913,0.329787234,76,"OrderedDict([('criterion', 0.7179876328111183), ('max_depth', 10.908464154021946), ('min_samples_split', 0.5322968294914107), ('min_samples_leaf', 0.22948360585004224), ('max_leaf_nodes', 614.5624332197398), ('min_impurity_decrease', 0.7548013397584225), ('class_weight', 0.5224577477363799)])"
0.0086956522,0.3244680851,76,"OrderedDict([('criterion', 0.53278277093964), ('max_depth', 10.26216160728415), ('min_samples_split', 0.35749720523502015), ('min_samples_leaf', 0.12887472597796346), ('max_leaf_nodes', 436.79211327513156), ('min_impurity_decrease', 0.6567928422766861), ('class_weight', 0.5933164354470858)])"
0.0086956522,0.3244680851,76,"OrderedDict([('criterion', 0.54380440313641), ('max_depth', 10.532486379175902), ('min_samples_split', 0.5101118870696729), ('min_samples_leaf', 0.2770680455568247), ('max_leaf_nodes', 538.0488105244608), ('min_impurity_decrease', 0.6954337408225162), ('class_weight', 0.5747678699592653)])"
0.0130434783,0.3191489362,76,"OrderedDict([('criterion', 0.5598197857206577), ('max_depth', 11.631307116110483), ('min_samples_split', 0.5791272279992475), ('min_samples_leaf', 0.330431275840429), ('max_leaf_nodes', 593.414141312063), ('min_impurity_decrease', 0.802772676780645), ('class_weight', 0.5985246404409252)])"
0.0739130435,0.3138297872,76,"OrderedDict([('criterion', 0.503942508974852), ('max_depth', 8.56173996288571), ('min_samples_split', 0.3300983277630666), ('min_samples_leaf', 0.11920241901767391), ('max_leaf_nodes', 406.5443097523249), ('min_impurity_decrease', 0.5860326470799601), ('class_weight', 0.5411343651583488)])"
0.1,0.3085106383,76,"OrderedDict([('criterion', 0.265303461297272), ('max_depth', 10.314135498568278), ('min_samples_split', 0.4757435637508989), ('min_samples_leaf', 0.30070678762898717), ('max_leaf_nodes', 491.22167894477286), ('min_impurity_decrease', 0.7460160943490783), ('class_weight', 0.516284795634208)])"
0.1652173913,0.3031914894,76,"OrderedDict([('criterion', 0.1320316662258153), ('max_depth', 10.740720707271793), ('min_samples_split', 0.5626579023091673), ('min_samples_leaf', 0.21595722946957158), ('max_leaf_nodes', 490.6172022154114), ('min_impurity_decrease', 0.6805046452836935), ('class_weight', 0.7385313929283733)])"
0.1804347826,0.2978723404,76,"OrderedDict([('criterion', 0.8903229628833975), ('max_depth', 1.2468199775636646), ('min_samples_split', 0.44480628482569007), ('min_samples_leaf', 0.16280793990499906), ('max_leaf_nodes', 366.52969395966574), ('min_impurity_decrease', 0.9518078233453463), ('class_weight', 0.7271286622602572)])"
0.1804347826,0.2978723404,76,"OrderedDict([('criterion', 0.8581060117097336), ('max_depth', 1.2473542922797836), ('min_samples_split', 0.4271155512092975), ('min_samples_leaf', 0.16937821773151332), ('max_leaf_nodes', 357.2167003164171), ('min_impurity_decrease', 0.8789579774136606), ('class_weight', 0.712080522036399)])"
0.002173913,0.3457446809,76,"OrderedDict([('criterion', 0.5693592702443872), ('max_depth', 7.877375199316132), ('min_samples_split', 0.39654808503529704), ('min_samples_leaf', 0.1914685018710865), ('max_leaf_nodes', 533.2798203856219), ('min_impurity_decrease', 0.619009681494477), ('class_weight', 0.4665028559642613)])"
0.0195652174,0.3244680851,76,"OrderedDict([('criterion', 0.5534326381034973), ('max_depth', 7.540397972283229), ('min_samples_split', 0.34239323357956813), ('min_samples_leaf', 0.1943249476516817), ('max_leaf_nodes', 516.6001202900588), ('min_impurity_decrease', 0.595937373835829), ('class_weight', 0.4401265656902295)])"
0.0782608696,0.3191489362,76,"OrderedDict([('criterion', 0.21569863084093258), ('max_depth', 10.542532740209362), ('min_samples_split', 0.5407208539474303), ('min_samples_leaf', 0.2790910093639629), ('max_leaf_nodes', 490.93025971116657), ('min_impurity_decrease', 0.7193598536042891), ('class_weight', 0.6306240917343459)])"
0.0782608696,0.3191489362,76,"OrderedDict([('criterion', 0.2622693250664881), ('max_depth', 10.577593580688664), ('min_samples_split', 0.46758309104283957), ('min_samples_leaf', 0.2576916219456936), ('max_leaf_nodes', 473.6921838221697), ('min_impurity_decrease', 0.7247598338892721), ('class_weight', 0.5748550942673237)])"
0.0804347826,0.3138297872,76,"OrderedDict([('criterion', 0.7840765192720225), ('max_depth', 7.913414151732264), ('min_samples_split', 0.5425011491570244), ('min_samples_leaf', 0.27034678456019534), ('max_leaf_nodes', 534.796579156566), ('min_impurity_decrease', 0.8966483781341114), ('class_weight', 0.6665946191658215)])"
0.1217391304,0.3085106383,76,"OrderedDict([('criterion', 0.25590686335989643), ('max_depth', 10.783396420088387), ('min_samples_split', 0.4559158810021064), ('min_samples_leaf', 0.16278943458601838), ('max_leaf_nodes', 455.33444576654995), ('min_impurity_decrease', 0.6670421035759994), ('class_weight', 0.6307559209777025)])"
0.1956521739,0.2978723404,76,"OrderedDict([('criterion', 0.7674183994485548), ('max_depth', 4.936572864783168), ('min_samples_split', 0.4697094987710674), ('min_samples_leaf', 0.19116165994108442), ('max_leaf_nodes', 441.44435995103487), ('min_impurity_decrease', 0.7872984515548601), ('class_weight', 0.5760956234924208)])"
0.1956521739,0.2978723404,76,"OrderedDict([('criterion', 0.5598734224248003), ('max_depth', 4.610200806845823), ('min_samples_split', 0.33588496575267307), ('min_samples_leaf', 0.1630262548276121), ('max_leaf_nodes', 447.2101025422771), ('min_impurity_decrease', 0.6061831866274895), ('class_weight', 0.47399640723353703)])"
0.1956521739,0.3031914894,76,"OrderedDict([('criterion', 0.6735611105112337), ('max_depth', 4.702444411682689), ('min_samples_split', 0.4647812002915792), ('min_samples_leaf', 0.1537127390809492), ('max_leaf_nodes', 437.48896889620096), ('min_impurity_decrease', 0.7700307384353394), ('class_weight', 0.609976304268937)])"
0.002173913,0.3510638298,76,"OrderedDict([('criterion', 0.6022105491626609), ('max_depth', 7.158054531417096), ('min_samples_split', 0.3134342401467211), ('min_samples_leaf', 0.12675003207319066), ('max_leaf_nodes', 408.55932324101565), ('min_impurity_decrease', 0.5368124279142055), ('class_weight', 0.48313084917360316)])"
0.1956521739,0.3031914894,76,"OrderedDict([('criterion', 0.7882419479934645), ('max_depth', 4.696937359536747), ('min_samples_split', 0.46694676542859165), ('min_samples_leaf', 0.194379611291344), ('max_leaf_nodes', 445.2116672988491), ('min_impurity_decrease', 0.8213923679652304), ('class_weight', 0.5992808812351365)])"
0.0195652174,0.3404255319,76,"OrderedDict([('criterion', 0.38601877369450516), ('max_depth', 5.80436239985101), ('min_samples_split', 0.3189869763452693), ('min_samples_leaf', 0.16121102632845355), ('max_leaf_nodes', 529.5770096347338), ('min_impurity_decrease', 0.4780722148679216), ('class_weight', 0.475153750484674)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.3619867418576604), ('max_depth', 4.507886160595225), ('min_samples_split', 0.32248407924797173), ('min_samples_leaf', 0.130370516551176), ('max_leaf_nodes', 462.77006810342533), ('min_impurity_decrease', 0.48084392425829764), ('class_weight', 0.442806113760145)])"
0.1,0.3244680851,76,"OrderedDict([('criterion', 0.3626138616846505), ('max_depth', 10.41496825124043), ('min_samples_split', 0.4904966437928929), ('min_samples_leaf', 0.2834727814369353), ('max_leaf_nodes', 509.6134750723368), ('min_impurity_decrease', 0.7120664771095123), ('class_weight', 0.5316742544554898)])"
0.1217391304,0.3191489362,76,"OrderedDict([('criterion', 0.4768018362445309), ('max_depth', 10.222053294922294), ('min_samples_split', 0.4398583204065664), ('min_samples_leaf', 0.1579568529396785), ('max_leaf_nodes', 467.52535776312095), ('min_impurity_decrease', 0.6581008312550648), ('class_weight', 0.5890152691636636)])"
0.0630434783,0.329787234,76,"OrderedDict([('criterion', 0.41428368866956544), ('max_depth', 6.224703631154855), ('min_samples_split', 0.3361041935177732), ('min_samples_leaf', 0.12522250951676936), ('max_leaf_nodes', 443.7124168530087), ('min_impurity_decrease', 0.5491126372785062), ('class_weight', 0.4750262741145159)])"
0.0630434783,0.329787234,76,"OrderedDict([('criterion', 0.476192001445578), ('max_depth', 6.7095474558035395), ('min_samples_split', 0.32440568718321694), ('min_samples_leaf', 0.1467791417565372), ('max_leaf_nodes', 464.30369636327356), ('min_impurity_decrease', 0.5435191190074835), ('class_weight', 0.5149774682816555)])"
0.0086956522,0.3457446809,76,"OrderedDict([('criterion', 0.5707430682492411), ('max_depth', 9.376397394402268), ('min_samples_split', 0.40624890755889337), ('min_samples_leaf', 0.1468849509974534), ('max_leaf_nodes', 477.4686620401664), ('min_impurity_decrease', 0.6448434999258872), ('class_weight', 0.529607748581748)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.31669223739833835), ('max_depth', 4.543068064763459), ('min_samples_split', 0.2900167317344165), ('min_samples_leaf', 0.15984175925292393), ('max_leaf_nodes', 474.88103474383445), ('min_impurity_decrease', 0.4264583704399015), ('class_weight', 0.41940137930289)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.35232509512469085), ('max_depth', 4.567334944323264), ('min_samples_split', 0.32468837311371784), ('min_samples_leaf', 0.15335047011240452), ('max_leaf_nodes', 487.1664239049474), ('min_impurity_decrease', 0.46242534656766027), ('class_weight', 0.43574420607950587)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.368132071008218), ('max_depth', 4.476355665722978), ('min_samples_split', 0.30230502835786077), ('min_samples_leaf', 0.15082751432731176), ('max_leaf_nodes', 461.97949636085093), ('min_impurity_decrease', 0.47172611373619533), ('class_weight', 0.40161924503525787)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.3995034804687826), ('max_depth', 4.451718698741845), ('min_samples_split', 0.2733660849646009), ('min_samples_leaf', 0.14842083464644004), ('max_leaf_nodes', 430.47891252220927), ('min_impurity_decrease', 0.4677544534516562), ('class_weight', 0.38347923533886114)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.3627004952800692), ('max_depth', 4.521750185360492), ('min_samples_split', 0.3168690998647617), ('min_samples_leaf', 0.12229060847887817), ('max_leaf_nodes', 451.8608399353531), ('min_impurity_decrease', 0.4751484603211187), ('class_weight', 0.4350191552868276)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.38788333310287537), ('max_depth', 4.501512904632577), ('min_samples_split', 0.3021427881193751), ('min_samples_leaf', 0.15755107699205462), ('max_leaf_nodes', 475.93969965011627), ('min_impurity_decrease', 0.46083907514985456), ('class_weight', 0.4327169942994926)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.3817200680435612), ('max_depth', 4.539450737542967), ('min_samples_split', 0.32305162035605656), ('min_samples_leaf', 0.1678428391386502), ('max_leaf_nodes', 508.96039623247077), ('min_impurity_decrease', 0.4715958871484518), ('class_weight', 0.409572625736648)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.39019743263084566), ('max_depth', 4.476921594992366), ('min_samples_split', 0.314164178215522), ('min_samples_leaf', 0.17030437744139532), ('max_leaf_nodes', 485.4644995486614), ('min_impurity_decrease', 0.46107061289017065), ('class_weight', 0.4466704230667773)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.39663805129275587), ('max_depth', 4.569199352497808), ('min_samples_split', 0.3096358655447656), ('min_samples_leaf', 0.15640040068920172), ('max_leaf_nodes', 503.069538674807), ('min_impurity_decrease', 0.4630606044156287), ('class_weight', 0.4737756461257661)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.3637592241907803), ('max_depth', 4.546627900831669), ('min_samples_split', 0.2931152470873412), ('min_samples_leaf', 0.13407938357746987), ('max_leaf_nodes', 410.1181445067399), ('min_impurity_decrease', 0.4617479046043806), ('class_weight', 0.3972103220737631)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.4038054765093891), ('max_depth', 4.565915335855912), ('min_samples_split', 0.2985285963340423), ('min_samples_leaf', 0.14766073334475277), ('max_leaf_nodes', 483.4704606465425), ('min_impurity_decrease', 0.4587776699336661), ('class_weight', 0.4239505235648935)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.2669241302077372), ('max_depth', 4.527433863059881), ('min_samples_split', 0.3054118814856318), ('min_samples_leaf', 0.17057593613249916), ('max_leaf_nodes', 568.3119579634099), ('min_impurity_decrease', 0.4003194515396501), ('class_weight', 0.4021487595756548)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.36147956956934474), ('max_depth', 4.494045098973407), ('min_samples_split', 0.3347116297373174), ('min_samples_leaf', 0.1390836051274752), ('max_leaf_nodes', 480.8711040454285), ('min_impurity_decrease', 0.4880518645844615), ('class_weight', 0.4520573364536997)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.38219591231154276), ('max_depth', 4.525616613947462), ('min_samples_split', 0.2895502923286125), ('min_samples_leaf', 0.13897612152194738), ('max_leaf_nodes', 449.3876538261208), ('min_impurity_decrease', 0.4602958589211773), ('class_weight', 0.3959557261146069)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.3932518240445082), ('max_depth', 4.577139100404233), ('min_samples_split', 0.3314411131530465), ('min_samples_leaf', 0.17666158147855987), ('max_leaf_nodes', 531.6487136230307), ('min_impurity_decrease', 0.47144545876738664), ('class_weight', 0.4154522162959398)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.3008230731705142), ('max_depth', 4.631870070800931), ('min_samples_split', 0.3355304112038177), ('min_samples_leaf', 0.1886919905368589), ('max_leaf_nodes', 454.40043306680013), ('min_impurity_decrease', 0.483274895870833), ('class_weight', 0.4701169911161359)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.3018854636460985), ('max_depth', 4.211910856143532), ('min_samples_split', 0.34957746487754215), ('min_samples_leaf', 0.19234295794656495), ('max_leaf_nodes', 394.8241480194826), ('min_impurity_decrease', 0.43308021961055465), ('class_weight', 0.4511954950645474)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.36842515245660984), ('max_depth', 4.463979706577078), ('min_samples_split', 0.2939530990285532), ('min_samples_leaf', 0.16713325073393417), ('max_leaf_nodes', 426.0610092057108), ('min_impurity_decrease', 0.5091875165314751), ('class_weight', 0.43409051121182146)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.37219562826852537), ('max_depth', 4.346523386220064), ('min_samples_split', 0.3088798297047175), ('min_samples_leaf', 0.15743720910309464), ('max_leaf_nodes', 433.09904759737935), ('min_impurity_decrease', 0.47577275775530536), ('class_weight', 0.42482670939703115)])"
0.1304347826,0.3085106383,76,"OrderedDict([('criterion', 0.35573977971123216), ('max_depth', 4.492401780109337), ('min_samples_split', 0.3138882452327114), ('min_samples_leaf', 0.1836548123915482), ('max_leaf_nodes', 500.0207050073944), ('min_impurity_decrease', 0.4220866955223028), ('class_weight', 0.40100320266115974)])"
