id,generation,rank,creation_mode,error,dem_fp,complexity,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
W1LSEP38Z5,1,0,inicialization,0.2761482268694161,0.02832330699902419,2738,0.0,,2,,,34,2738
M6R7A68U89,1,3,inicialization,0.2741458384999521,0.047371929947054525,2589,1.0,34,2,2738,,34,2589
5D3FDK2TEE,1,0,inicialization,0.2542881722680963,0.09962659262465356,16,0.0,4,9,2707,9,4,16
ILX3R3KZHY,1,2,inicialization,0.22742307342608403,0.05028238572639543,692,1.0,22,35,2620,6,22,692
AOQJRQFHSV,1,0,inicialization,0.23751896021335783,0.03283015811092538,814,0.0,20,26,2705,6,20,814
IVPBOIC0VU,1,1,inicialization,0.3434256773974239,0.020613497098864952,661,0.0,20,38,1362,3,20,661
CZ65BAKU80,1,1,inicialization,0.25351410258737006,0.037138391884210864,789,1.0,25,32,967,5,25,789
W4PWV2GF94,1,0,inicialization,0.24030853393261054,0.10705101720209176,16,1.0,4,24,385,8,4,16
2U6LJATO45,1,2,inicialization,0.2178295775430864,0.054910915378506786,882,0.0,24,23,1135,8,24,882
SE1OV47B9D,1,1,inicialization,0.29245406005320207,0.012366471359616993,1392,0.0,28,13,2623,4,28,1392
IO2IR40R0Q,1,1,inicialization,0.2931282345178211,0.027005857177864523,1274,1.0,20,7,2142,4,20,1274
I90TE1NOIN,1,0,inicialization,0.28806188856226933,0.01164860186612171,100,1.0,8,12,2639,5,8,100
Q64BBRYJR4,1,0,inicialization,0.4077453499972722,0.0018089091061305185,485,0.0,15,20,883,2,15,485
U2QG65KR5D,1,2,inicialization,0.24328657025317701,0.039180828885061914,941,0.0,18,15,1211,6,18,941
8L2GDL5RXM,1,2,inicialization,0.22229170181548397,0.051219886679656934,742,0.0,30,33,1799,7,30,742
MPWOJCKLO2,1,0,inicialization,0.20092273965076335,0.05969671200180848,29,0.0,5,10,1487,7,5,29
DFZAMA27AF,1,0,inicialization,0.2154627401640461,0.038281627862284284,52,1.0,26,9,52,6,10,52
UZ6MG9OQSD,1,3,inicialization,0.23558882179091767,0.06405036339177406,832,1.0,30,32,2136,6,30,832
DR54XXKBXP,1,3,inicialization,0.2189482228179438,0.07463199020335232,548,1.0,19,35,1885,9,19,548
JWBTMV0CUX,1,1,inicialization,0.3542197615573365,0.007964351916030288,1012,0.0,28,24,2509,2,28,1012
UIR5SXGFTQ,1,0,inicialization,0.5162261573770728,0.0007493906752210622,24,0.0,5,18,772,3,5,24
MMNZ2MXY0N,1,1,inicialization,0.2154318300251583,0.04963060903329275,168,1.0,10,24,1377,6,10,168
VGMHHHERZY,1,0,inicialization,0.24995175748848242,0.029951223513310254,232,0.0,27,9,232,5,18,232
CEE39IB9NB,1,2,inicialization,0.21661064970646804,0.07621821741277524,874,0.0,31,28,2032,8,31,874
7SLRT4XV41,1,3,inicialization,0.2578500432724229,0.05025798223086586,1566,1.0,24,6,1566,5,24,1566
KQ8BFLT8KU,1,0,inicialization,0.24940094240725386,0.030442682798280996,191,0.0,10,22,1467,5,10,191
NTQK2M1A5O,1,1,inicialization,0.20677490464567205,0.0505437064910248,381,1.0,14,38,2163,7,14,381
FEBK31G9RB,1,0,inicialization,0.33258727220117046,0.011157142581150858,503,1.0,13,7,1709,3,13,503
NOP7TB956N,1,3,inicialization,0.2247359730002998,0.06493871841653853,880,1.0,30,29,2697,9,30,880
286648UPWQ,1,3,inicialization,0.22358182395586457,0.05887072146561967,954,1.0,20,6,954,7,20,954
23H7H8HB99,1,0,inicialization,0.2875870251542372,0.007392564458274631,2081,0.0,34,6,2092,3,33,2081
B9OEG7X8FG,1,0,inicialization,0.41428095241372653,0.006228653296488584,191,0.0,10,3,775,2,10,191
13T7CC4QD4,1,1,inicialization,0.2663661967369979,0.03400830464510374,1226,0.0,27,16,1949,5,27,1226
QIP9S72UBG,1,2,inicialization,0.21787740076329454,0.08680696191054971,276,0.0,12,37,706,9,12,276
45M58O2WOM,1,2,inicialization,0.2185991442095484,0.06236686113767065,213,1.0,11,33,521,6,11,213
4I66WN2BPT,1,1,inicialization,0.2707581956722832,0.03561520703823928,793,1.0,23,10,793,5,23,793
YPCGYWKUQ3,1,1,inicialization,0.3292026888276621,0.01011490995957498,932,1.0,31,28,2124,3,31,932
