id,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
LDQR6WY7YN,inicialization,0.31071549983193036,0.15873015873015872,0.0,,2,,,19,108
G7MFNAYG3L,inicialization,0.43107925465875474,0.35873015873015873,1.0,19,2,108,,19,102
A6YV3X9ZD5,inicialization,0.31379956228228634,0.32380952380952377,0.0,12,19,14,4,6,14
25U1UC2Q1M,inicialization,0.8628629842603651,1.0,1.0,6,11,9,8,6,9
KQNO7UGP1G,inicialization,0.4181769173129074,0.19365079365079363,0.0,9,6,81,7,9,58
RV7Z8YHO5O,inicialization,0.3269069168067956,0.19047619047619047,0.0,17,38,35,3,10,31
TBICT3X6NR,inicialization,0.6106624723877239,0.15238095238095237,0.0,12,19,11,8,6,11
F8NTKY7AQB,inicialization,0.2619734029734755,0.3555555555555555,1.0,8,20,104,3,8,35
7PDOHC0BZ2,inicialization,0.5440811574959572,0.06666666666666665,0.0,7,30,4,1,3,4
HBXDOLLKF1,inicialization,0.34317454125321956,0.3904761904761904,1.0,19,21,10,5,6,10
ISGGH1YYVX,inicialization,0.5168272748250982,0.20634920634920634,1.0,8,22,66,7,8,34
F9BM1A27BD,inicialization,0.30784943965200373,0.5333333333333333,0.0,11,34,17,5,10,17
UIA301L7LD,inicialization,0.29289321881345254,0.4,1.0,19,20,20,3,10,20
GJ0565LC0E,inicialization,0.46608252201003253,0.13968253968253969,1.0,11,26,73,7,11,39
IQEQOQHFBM,inicialization,0.46186176480295005,0.13968253968253969,1.0,13,28,27,7,12,27
LLA8IL4MTQ,inicialization,0.3707722178654579,0.4349206349206349,1.0,17,32,107,6,11,35
J24N4CJKTD,inicialization,0.4251451097917144,0.23809523809523808,0.0,7,18,49,6,7,34
C2BNC9Z2JS,inicialization,0.5963963236022125,0.13015873015873014,0.0,12,26,85,8,12,42
934UGO9T79,inicialization,0.3223009383955534,0.346031746031746,0.0,19,19,81,4,14,48
5PVX6MUYA1,inicialization,0.49493515491814666,0.1777777777777778,1.0,17,22,9,1,5,9
BLIAYPDPXJ,inicialization,0.403536060797276,0.33333333333333337,1.0,12,28,42,1,12,36
RGM4OEMIDL,inicialization,0.3422064855197281,0.23492063492063486,0.0,10,33,65,3,10,33
SYX14I7GIU,inicialization,0.34977379501664285,0.24761904761904763,1.0,4,24,21,4,4,14
EW8H1VQ5KT,inicialization,0.3624007485654769,0.2698412698412699,0.0,4,12,67,5,4,15
8O7KRORTWP,inicialization,0.5506414828635414,0.22857142857142854,0.0,9,8,86,8,9,55
1V0AUC7T5T,inicialization,0.43369499607891215,0.09523809523809523,0.0,13,24,43,7,11,43
LX46EJI2DV,inicialization,0.2761926645691345,0.28888888888888886,0.0,6,5,25,3,6,25
8TE5MTTZ77,inicialization,0.36406622616353956,0.4126984126984127,0.0,17,5,82,6,16,82
YLUNWTWRBW,inicialization,0.6412849730102803,0.1746031746031746,1.0,12,15,18,8,8,18
HLNZZ4D9FC,inicialization,0.7277959908002192,0.24126984126984125,1.0,4,6,67,9,4,14
THWQP86QTV,inicialization,0.33760085716058696,0.5111111111111111,0.0,9,4,101,6,9,67
N9YNXACRH2,inicialization,0.34792794585191356,0.3015873015873015,0.0,14,27,90,3,11,38
TK4ENURO9T,inicialization,0.3422064855197281,0.32380952380952377,1.0,12,22,26,4,7,26
