id,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,actual_depth,actual_leaves
AN2ECZYS9D,inicialization,0.5509910284774089,0.13186813186813184,0.0,,2,,,25,636
Z53VIX0TDJ,inicialization,0.5594272295338087,0.00457875457875459,1.0,25,2,636,,25,633
U7WH53TLZT,inicialization,0.5991074289000382,0.1749084249084249,1.0,22,26,440,6,20,187
UBOZJXGNQT,inicialization,0.517337179042783,0.20512820512820512,1.0,22,19,247,4,20,229
1LPCAGVGSZ,inicialization,0.7474754091629234,1.0,0.0,8,14,149,8,8,51
KPRISNLAW0,inicialization,0.7998315334131253,1.0,1.0,6,36,89,8,6,29
KDDZGWNGQS,inicialization,0.7999639637727005,1.0,0.0,6,17,304,8,6,21
HTPAFB7U8A,inicialization,0.7500066249910574,0.05769230769230769,1.0,24,25,202,8,21,202
D8OWMAZ838,inicialization,0.5479559572560679,0.20879120879120877,0.0,11,28,238,5,11,114
JXMYPKJ0UB,inicialization,0.5409521556350383,0.2206959706959707,0.0,15,30,179,5,15,144
1AUBK7O6AA,inicialization,0.7321572241041173,1.0,0.0,8,36,298,7,8,47
7ZH80TJ17U,inicialization,0.3830393508095209,0.09523809523809523,0.0,20,4,54,1,11,54
IO8ITCR96D,inicialization,0.4775779337569127,0.33791208791208793,0.0,21,12,156,3,14,156
9M0QNWR3VP,inicialization,0.5193728811598741,0.2188644688644689,0.0,6,37,421,4,6,36
1ACJP0LEMA,inicialization,0.5186786752959902,0.23076923076923075,1.0,19,16,607,5,19,253
UCQ1L56ODW,inicialization,0.5165691487902984,0.19322344322344326,1.0,18,38,465,4,18,132
YGK50E9KC7,inicialization,0.3982250313808722,0.29029304029304026,0.0,16,26,491,1,16,185
PRN05JZSBE,inicialization,0.5283444560918431,0.2188644688644689,1.0,14,21,201,4,14,184
3GL8EPV44U,inicialization,0.645497862922904,1.0,1.0,9,8,492,7,9,114
ENWZT1TL9N,inicialization,0.7637848748380963,1.0,1.0,19,19,74,8,12,74
TT0HNNADKB,inicialization,0.45737443744375317,0.24908424908424906,0.0,8,37,173,3,8,72
UFEXL6Z4JA,inicialization,0.6114877141585162,0.16300366300366298,1.0,14,17,367,6,14,203
3IAH6QT332,inicialization,0.8448476602007845,1.0,0.0,4,4,26,6,4,13
1LN4CJXY0M,inicialization,0.5631965952963847,0.184981684981685,0.0,25,16,220,6,22,220
ZSKP4LBQYB,inicialization,0.6457371489016213,0.15293040293040294,0.0,18,17,429,8,18,232
P5VH93QEX4,inicialization,0.6057998842573435,0.16300366300366298,0.0,8,15,563,6,8,60
